date,open,high,low,close,volume,trading_value,change_rate,individual_net,foreign_net,institution_net,pension_net,trust_net,privateequity_net,insurance_net,bank_net,financial_net,other_corp_net,other_foreign_net,other_finance_net
2019-10-29,204500,207000,203000,204000,88645,0,-0.2445,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-30,206000,206000,202500,204000,81289,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31,204500,207000,201500,201500,78411,0,-1.2255,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,201500,205500,201000,204500,55728,0,1.4888,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04,206000,207000,203500,204500,63590,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05,203500,204000,200500,202000,94177,0,-1.2225,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-06,201500,204500,199000,199500,85088,0,-1.2376,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-07,199500,202000,199500,200000,62548,0,0.2506,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-08,200000,200500,198500,199500,59119,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-11,199500,200500,197000,197500,49039,0,-1.0025,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,198500,200000,197000,198000,50333,0,0.2532,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,198000,199500,196500,196500,46295,0,-0.7576,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-14,196500,199000,196000,197000,79506,0,0.2545,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-15,196500,203000,196500,202500,79666,0,2.7919,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-18,201000,203500,200500,203500,52642,0,0.4938,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-19,201500,204000,201000,201500,81774,0,-0.9828,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-20,200000,201500,198000,201000,72629,0,-0.2481,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-21,201000,202000,197500,199000,85113,0,-0.995,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-22,199000,201000,198000,200500,55903,0,0.7538,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-25,200000,202000,200000,202000,49395,0,0.7481,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-26,201500,202000,199000,199500,133897,0,-1.2376,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-27,202000,202000,198500,199500,45398,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-28,197500,200000,197500,199000,36319,0,-0.2506,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-29,200000,200000,194500,195500,68818,0,-1.7588,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02,197000,199000,194500,199000,66023,0,1.7903,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03,199000,199000,194500,197500,60576,0,-0.7538,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-04,197000,197000,193500,194500,60413,0,-1.519,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-05,193500,195000,190500,192000,73318,0,-1.2853,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-06,190500,192500,190000,192000,62429,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-09,192000,192500,190500,192500,39232,0,0.2604,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-10,192000,193000,191000,192500,33822,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-11,194000,196000,192000,195500,49032,0,1.5584,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-12,196000,196500,194000,196500,145801,0,0.5115,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-13,197000,199500,196000,199000,75221,0,1.2723,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-16,197000,198000,196000,196500,51185,0,-1.2563,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-17,195000,197000,193500,195000,80865,0,-0.7634,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-18,196000,196500,194000,194500,69993,0,-0.2564,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-19,194000,196000,193000,194500,57702,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-20,195500,197000,194000,197000,97021,0,1.2853,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-23,197000,198000,195000,197500,71152,0,0.2538,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-24,197000,197500,195000,195000,45386,0,-1.2658,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-26,195500,195500,193500,194500,61437,0,-0.2564,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-27,194000,197500,192000,195500,81480,0,0.5141,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-30,196500,196500,194000,194500,57007,0,-0.5115,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,194500,195000,192000,192000,59743,0,-1.2853,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,193500,195000,191500,192500,66452,0,0.2604,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06,191000,192500,190000,190500,64597,0,-1.039,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-07,192000,193000,191000,192500,51281,0,1.0499,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-08,190500,190500,188000,188500,91742,0,-2.0779,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-09,189500,192000,189000,192000,91492,0,1.8568,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,191000,197000,191000,196000,139691,0,2.0833,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-13,196000,198000,194500,197500,91808,0,0.7653,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,197500,198500,196500,198000,71513,0,0.2532,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,197500,198000,196000,197500,73997,0,-0.2525,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,196500,197500,194500,197000,65021,0,-0.2532,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,197000,199500,196000,199500,93376,0,1.269,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,200000,206000,199500,204000,179569,0,2.2556,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,204500,205000,202000,204000,83022,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,204000,206000,202000,206000,83472,0,0.9804,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,204000,207000,203500,205000,78101,0,-0.4854,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,199500,202500,194500,195000,130785,0,-4.878,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,196500,198500,192000,198000,125502,0,1.5385,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,198000,204000,195000,201000,221159,0,1.5152,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,201000,201500,194000,194000,148197,0,-3.4826,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,190500,194500,190500,191500,132085,0,-1.2887,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,191500,195000,190500,194000,137463,0,1.3055,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,195500,195500,192000,193000,112312,0,-0.5155,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,195500,200000,194000,200000,109667,0,3.6269,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,197500,198500,195500,198000,79562,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,196000,199000,194500,198500,69634,0,0.2525,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,199000,201000,197500,199500,108382,0,0.5038,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,198000,202000,198000,200500,77691,0,0.5013,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,200500,201500,198000,198000,121745,0,-1.2469,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,196000,201000,195500,200000,77990,0,1.0101,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,200000,203500,198000,201500,97633,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,200500,202000,198500,199000,98236,0,-1.2407,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,201000,201500,197000,199000,84179,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,199000,200000,195500,195500,83102,0,-1.7588,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,194500,195000,191500,191500,102180,0,-2.046,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,187500,187500,181500,182000,177689,0,-4.9608,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,182500,184000,180000,183000,136536,0,0.5495,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,180000,181000,178500,179500,152177,0,-1.9126,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,179000,179500,171000,173000,175474,0,-3.6212,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,169500,172000,165500,166500,227314,0,-3.7572,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,167000,170500,164500,168000,175676,0,0.9009,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,173500,174000,168000,169500,128842,0,0.8929,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,168000,181000,168000,179500,217843,0,5.8997,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,180500,182000,178000,181000,155810,0,0.8357,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,177000,178500,175500,178000,128619,0,-1.6575,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,173000,175000,168500,169000,192115,0,-5.0562,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,169000,173000,168500,169500,187060,0,0.2959,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,169500,171000,164500,166500,163684,0,-1.7699,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,167000,167500,155500,158000,281229,0,-5.1051,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,144000,155000,143500,152000,390416,0,-3.7975,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,153000,156000,148500,148500,144413,0,-2.3026,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,142000,149500,141500,143000,200410,0,-3.7037,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,146000,151500,141000,141000,221415,0,-1.3986,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,144500,147500,132500,139000,312816,0,-1.4184,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,141500,145000,137500,145000,243413,0,4.3165,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,135500,140000,133500,137000,196608,0,-5.5172,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,141000,146000,137000,146000,201754,0,6.5693,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,150000,152500,144500,148500,280289,0,1.7123,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,147000,149000,143000,143500,287659,0,-3.367,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,149000,149500,141500,146000,231557,0,1.7422,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,144500,151500,141000,151500,180056,0,3.7671,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,151500,154000,146500,149500,219481,0,-1.3201,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,147000,149000,141000,141000,181130,0,-5.6856,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,142500,146500,141000,144000,174997,0,2.1277,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,144000,147000,143000,144500,145263,0,0.3472,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,147500,157000,147000,154500,261338,0,6.9204,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,158000,161500,153000,156500,236291,0,1.2945,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,156500,160500,156000,156500,245426,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,159500,161500,156000,156500,193007,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,155500,159000,154500,157500,207611,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,158000,158000,152000,152000,133761,0,-3.4921,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,154000,157000,153000,157000,126808,0,3.2895,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,155000,160500,154500,158000,235171,0,0.6369,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,161000,168000,160500,164000,282748,0,3.7975,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,165500,172000,165000,166000,241786,0,1.2195,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,165500,170500,161000,165500,301031,0,-0.3012,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,162500,166000,161000,166000,169970,0,0.3021,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,166000,167000,162500,163000,251703,0,-1.8072,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,160500,161500,156000,157000,311307,0,-3.681,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,158000,160500,157000,159000,142818,0,1.2739,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,159500,162500,158000,158500,162185,0,-0.3145,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,160000,163000,158500,162500,171119,0,2.5237,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,158500,159000,156500,156500,189459,0,-3.6923,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,158500,165000,157500,162000,212012,0,3.5144,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,163500,179000,163000,177000,742642,0,9.2593,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,178000,182500,175500,176000,402480,0,-0.565,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,179500,184500,178500,180500,415735,0,2.5568,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,181000,183000,172500,176000,356029,0,-2.4931,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,172000,181000,171000,179000,307821,0,1.7045,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,177000,179500,173500,174500,242885,0,-2.514,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,176500,176500,172000,175000,161437,0,0.2865,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,175500,176000,170500,172000,176116,0,-1.7143,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,176000,177000,172500,175000,192010,0,1.7442,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,174500,179500,174000,178000,163022,0,1.7143,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,180000,180000,175500,177500,191223,0,-0.2809,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,177500,177500,172000,174500,156223,0,-1.6901,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,176000,186500,172000,186000,396017,0,6.5903,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,186500,189000,184500,188000,287313,0,1.0753,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,186500,189000,184000,185500,174337,0,-1.3298,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,185000,195000,184500,187000,399335,0,0.8086,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,188000,191500,184500,190500,279814,0,1.8717,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,189500,191500,188500,191000,143373,0,0.2625,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,190000,193000,189000,190000,152425,0,-0.5236,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,192000,192500,186000,186500,253698,0,-1.8421,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,186500,188000,181000,182500,368896,0,-2.1448,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,182500,184500,179000,184500,246845,0,1.0959,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,186000,186500,181500,183000,166187,0,-0.813,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,186000,186000,181500,183500,166217,0,0.2732,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,183000,188000,182500,187500,233945,0,2.1798,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,186000,187000,182000,185500,236230,0,-1.0667,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,178500,180000,177000,179000,214351,0,-3.504,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,177500,182000,169500,169500,258685,0,-5.3073,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,174000,180500,173000,180500,194884,0,6.4897,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,179000,181500,177000,180500,150778,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,178000,179500,176500,177000,115936,0,-1.9391,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,179500,179500,175000,177000,129746,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,175000,179500,174500,176000,113788,0,-0.565,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,177500,181500,175000,177500,180341,0,0.8523,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,178500,180500,177000,179000,122032,0,0.8451,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,175000,177500,174000,174000,138774,0,-2.7933,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,176000,176000,172000,174000,110691,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,171000,174000,168500,169000,117760,0,-2.8736,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,171000,171000,168500,168500,135221,0,-0.2959,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,170500,173000,169000,171000,98329,0,1.4837,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,172500,177500,171500,176500,119195,0,3.2164,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,176500,178500,175000,177500,91334,0,0.5666,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,179000,179000,175500,178000,97063,0,0.2817,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,179500,180000,176500,177000,105224,0,-0.5618,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,177500,180500,177000,178000,122050,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,180000,180000,175500,177500,138180,0,-0.2809,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,178000,179500,175500,179000,126125,0,0.8451,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,180000,184000,177500,183500,183988,0,2.514,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,182500,185000,181500,184500,109193,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,186000,187500,182500,183000,127883,0,-0.813,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,183000,183500,177000,179000,120077,0,-2.1858,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,179000,182500,178500,180500,100801,0,0.838,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,181000,181000,176000,180500,116724,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,180000,181000,178500,180000,90356,0,-0.277,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,179000,180000,177000,177500,99321,0,-1.3889,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,177000,177000,173500,173500,145642,0,-2.2535,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,172000,173500,170500,170500,120908,0,-1.7291,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,171000,176500,171000,173500,99521,0,1.7595,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,175000,176000,173500,174000,112175,0,0.2882,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,172500,174000,171000,171500,96495,0,-1.4368,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-30,171500,173000,169500,169500,147496,0,-1.1662,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,170000,171000,166500,166500,216569,0,-1.7699,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,168000,168500,166500,167000,115256,0,0.3003,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,167500,170000,167000,167500,125955,0,0.2994,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,168000,169500,167000,167500,165661,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,169000,171500,168500,169500,157527,0,1.194,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,170000,170500,166000,167000,185711,0,-1.4749,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,166000,166500,164000,164500,194407,0,-1.497,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,165000,167000,164000,165500,208479,0,0.6079,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,165500,172500,165000,172500,291858,0,4.2296,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,172500,173500,168000,170000,243932,0,-1.4493,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,170500,172000,167500,169000,153695,0,-0.5882,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,169500,171500,166500,167000,225888,0,-1.1834,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,168000,168000,166000,166000,93726,0,-0.5988,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-20,165000,165500,159000,159000,198717,0,-4.2169,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,159500,160500,155500,158000,175466,0,-0.6289,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,158500,161500,157000,159500,139510,0,0.9494,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,160500,161500,158500,161500,134536,0,1.2539,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,161500,163000,158500,159500,132530,0,-1.2384,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,161500,163000,159000,159000,157082,0,-0.3135,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,159500,160500,158000,158500,129999,0,-0.3145,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,160000,163000,157500,157500,274563,0,-0.6309,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,157500,160000,157000,159000,112178,0,0.9524,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,159500,161500,159000,161500,110943,0,1.5723,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,161500,161500,159500,159500,106519,0,-1.2384,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,155500,159000,155500,157000,152981,0,-1.5674,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,157000,159500,156000,158500,123307,0,0.9554,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,159000,170500,159000,166000,496328,0,4.7319,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,164000,180000,163000,177000,952329,0,6.6265,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,179000,181000,174000,174500,405860,0,-1.4124,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,174000,180000,173000,178000,321298,0,2.0057,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,182000,184500,179500,181000,226979,0,1.6854,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,183500,187000,179500,180000,300773,0,-0.5525,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,180000,182000,176500,177500,195595,0,-1.3889,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,179000,181500,174500,179000,246698,0,0.8451,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-18,177500,182000,177500,181500,209618,0,1.3966,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,181500,182000,176500,177500,138749,0,-2.2039,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,175500,177000,168000,168000,216101,0,-5.3521,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,169500,170000,162500,165500,226243,0,-1.4881,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,162500,170500,161500,167500,189991,0,1.2085,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,170000,170000,166000,166500,83040,0,-0.597,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,168500,172000,167000,171500,105764,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29,172500,174500,169000,169500,142180,0,-1.1662,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,171500,176000,169500,174500,145082,0,2.9499,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,174500,175000,172000,172000,94347,0,-1.4327,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,173000,177500,171000,177500,164042,0,3.1977,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,179000,179000,177000,177000,167018,0,-0.2817,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,178000,179000,176000,176500,87881,0,-0.2825,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,177000,177500,173000,173000,120254,0,-1.983,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,172500,175000,171000,171000,116089,0,-1.1561,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,170500,171000,167500,167500,114400,0,-2.0468,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,169500,176500,169500,173500,218194,0,3.5821,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,174500,179000,173500,174000,163333,0,0.2882,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,173500,176000,171500,176000,155443,0,1.1494,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,176000,177500,174000,175500,115693,0,-0.2841,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,174500,175500,171500,174000,117001,0,-0.8547,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-23,176000,176000,172500,172500,105009,0,-0.8621,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,184000,190000,179500,182000,1128886,0,5.5072,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,186500,186500,179000,181000,328829,0,-0.5495,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,179500,181500,175500,176500,202957,0,-2.4862,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,172500,174000,169500,171000,236965,0,-3.1161,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,171000,175500,168500,168500,192441,0,-1.462,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,169000,171500,168500,170500,106914,0,1.1869,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,171000,174500,170500,174000,102216,0,2.0528,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,174500,176500,173500,174500,96948,0,0.2874,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,175500,177000,174500,177000,99353,0,1.4327,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,177000,177500,171500,173000,176413,0,-2.2599,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,173500,176500,173000,175000,136036,0,1.1561,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,173500,174000,170500,171000,208757,0,-2.2857,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,171500,177000,171500,177000,239189,0,3.5088,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,175500,178000,175000,175500,176119,0,-0.8475,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,176000,177000,174000,176500,181471,0,0.5698,0,0,0,0,0,0,0,0,0,0,0,0
